city,locality,area_type,road_width_category,heavy_vehicle_allowed,peak_hour_restriction,congestion_level,last_mile_difficulty,remarks
Chennai,Area_1872,URBAN,NARROW,True,False,LOW,3,generated
Hyderabad,Area_1873,OLD_CITY,NARROW,True,False,LOW,3,generated
Chennai,Area_1874,URBAN,NARROW,False,False,MEDIUM,5,generated
Kolkata,Area_1875,OLD_CITY,WIDE,True,False,HIGH,1,generated
Kolkata,Area_1876,OLD_CITY,WIDE,True,False,MEDIUM,4,generated
Kolkata,Area_1877,RURAL,NARROW,False,False,LOW,2,generated
Delhi,Area_1878,OLD_CITY,NARROW,True,False,HIGH,5,generated
Mumbai,Area_1879,URBAN,MEDIUM,False,False,LOW,5,generated
Delhi,Area_1880,URBAN,NARROW,False,False,HIGH,5,generated
Kolkata,Area_1881,OLD_CITY,WIDE,False,False,HIGH,2,generated
Bengaluru,Area_1882,OLD_CITY,WIDE,True,True,HIGH,4,generated
Hyderabad,Area_1883,OLD_CITY,MEDIUM,False,True,MEDIUM,1,generated
Delhi,Area_1884,OLD_CITY,WIDE,True,True,HIGH,1,generated
Chennai,Area_1885,RURAL,NARROW,False,False,MEDIUM,2,generated
Delhi,Area_1886,URBAN,MEDIUM,True,False,LOW,5,generated
Delhi,Area_1887,OLD_CITY,NARROW,False,False,LOW,5,generated
Pune,Area_1888,OLD_CITY,NARROW,False,False,MEDIUM,1,generated
Delhi,Area_1889,URBAN,MEDIUM,True,True,LOW,5,generated
Pune,Area_1890,RURAL,MEDIUM,False,False,LOW,1,generated
Hyderabad,Area_1891,OLD_CITY,NARROW,True,False,HIGH,3,generated
Pune,Area_1892,OLD_CITY,NARROW,True,True,MEDIUM,1,generated
Chennai,Area_1893,RURAL,NARROW,True,False,LOW,2,generated
Kolkata,Area_1894,OLD_CITY,MEDIUM,True,False,LOW,3,generated
Pune,Area_1895,OLD_CITY,NARROW,False,False,HIGH,1,generated
Chennai,Area_1896,RURAL,WIDE,True,False,MEDIUM,1,generated
Mumbai,Area_1897,RURAL,NARROW,True,False,MEDIUM,5,generated
Hyderabad,Area_1898,RURAL,WIDE,True,True,HIGH,4,generated
Delhi,Area_1899,URBAN,MEDIUM,True,False,LOW,5,generated
Hyderabad,Area_1900,OLD_CITY,WIDE,False,False,LOW,1,generated
Chennai,Area_1901,OLD_CITY,MEDIUM,True,False,LOW,1,generated
Pune,Area_1902,URBAN,NARROW,True,True,HIGH,5,generated
Bengaluru,Area_1903,OLD_CITY,MEDIUM,False,True,LOW,2,generated
Bengaluru,Area_1904,OLD_CITY,NARROW,True,True,LOW,4,generated
Bengaluru,Area_1905,OLD_CITY,NARROW,False,False,LOW,1,generated
Kolkata,Area_1906,OLD_CITY,WIDE,True,True,MEDIUM,2,generated
Chennai,Area_1907,OLD_CITY,NARROW,False,False,HIGH,3,generated
Mumbai,Area_1908,OLD_CITY,WIDE,False,True,MEDIUM,2,generated
Pune,Area_1909,RURAL,MEDIUM,True,False,LOW,4,generated
Kolkata,Area_1910,URBAN,NARROW,True,False,LOW,4,generated
Pune,Area_1911,OLD_CITY,NARROW,False,False,MEDIUM,3,generated
Pune,Area_1912,URBAN,NARROW,True,False,LOW,5,generated
Hyderabad,Area_1913,URBAN,WIDE,True,False,HIGH,5,generated
Delhi,Area_1914,OLD_CITY,NARROW,False,False,MEDIUM,5,generated
Kolkata,Area_1915,OLD_CITY,WIDE,True,True,MEDIUM,3,generated
Kolkata,Area_1916,RURAL,MEDIUM,True,True,LOW,2,generated
Delhi,Area_1917,OLD_CITY,NARROW,False,True,MEDIUM,3,generated
Chennai,Area_1918,OLD_CITY,WIDE,False,False,MEDIUM,2,generated
Pune,Area_1919,URBAN,MEDIUM,False,False,LOW,5,generated
Kolkata,Area_1920,RURAL,WIDE,False,False,HIGH,4,generated
Kolkata,Area_1921,OLD_CITY,NARROW,False,False,LOW,3,generated
Kolkata,Area_1922,URBAN,WIDE,True,False,MEDIUM,1,generated
Chennai,Area_1923,RURAL,NARROW,False,False,HIGH,3,generated
Kolkata,Area_1924,URBAN,MEDIUM,False,False,HIGH,1,generated
Delhi,Area_1925,RURAL,MEDIUM,True,False,HIGH,4,generated
Mumbai,Area_1926,RURAL,NARROW,False,True,MEDIUM,4,generated
Bengaluru,Area_1927,RURAL,NARROW,False,True,MEDIUM,2,generated
Kolkata,Area_1928,OLD_CITY,WIDE,True,False,HIGH,2,generated
Kolkata,Area_1929,OLD_CITY,NARROW,False,True,MEDIUM,5,generated
Delhi,Area_1930,OLD_CITY,WIDE,True,False,HIGH,2,generated
Bengaluru,Area_1931,RURAL,MEDIUM,False,False,LOW,1,generated
Kolkata,Area_1932,URBAN,WIDE,True,True,MEDIUM,4,generated
Delhi,Area_1933,URBAN,WIDE,True,False,MEDIUM,4,generated
Pune,Area_1934,URBAN,NARROW,True,False,HIGH,1,generated
Pune,Area_1935,URBAN,MEDIUM,False,False,HIGH,2,generated
Chennai,Area_1936,RURAL,MEDIUM,False,True,LOW,4,generated
Pune,Area_1937,OLD_CITY,WIDE,False,False,HIGH,5,generated
Mumbai,Area_1938,RURAL,MEDIUM,False,True,MEDIUM,4,generated
Chennai,Area_1939,RURAL,MEDIUM,False,False,MEDIUM,5,generated
Hyderabad,Area_1940,RURAL,NARROW,True,False,MEDIUM,4,generated
Chennai,Area_1941,OLD_CITY,WIDE,True,False,HIGH,4,generated
Pune,Area_1942,URBAN,NARROW,True,True,LOW,3,generated
Kolkata,Area_1943,OLD_CITY,MEDIUM,True,False,HIGH,2,generated
Mumbai,Area_1944,RURAL,NARROW,True,False,MEDIUM,4,generated
Delhi,Area_1945,RURAL,WIDE,True,False,MEDIUM,2,generated
Bengaluru,Area_1946,OLD_CITY,WIDE,True,True,LOW,1,generated
Pune,Area_1947,RURAL,WIDE,False,False,LOW,4,generated
Chennai,Area_1948,OLD_CITY,NARROW,True,False,HIGH,5,generated
Delhi,Area_1949,OLD_CITY,WIDE,True,False,MEDIUM,3,generated
Delhi,Area_1950,RURAL,WIDE,False,False,MEDIUM,4,generated
Bengaluru,Area_1951,URBAN,NARROW,False,False,LOW,2,generated
Kolkata,Area_1952,OLD_CITY,WIDE,True,False,LOW,2,generated
Hyderabad,Area_1953,RURAL,NARROW,True,False,MEDIUM,4,generated
Kolkata,Area_1954,URBAN,WIDE,False,False,HIGH,2,generated
Mumbai,Area_1955,URBAN,MEDIUM,False,False,LOW,3,generated
Hyderabad,Area_1956,URBAN,MEDIUM,False,False,LOW,3,generated
Mumbai,Area_1957,RURAL,NARROW,True,False,MEDIUM,4,generated
Mumbai,Area_1958,URBAN,WIDE,False,False,HIGH,5,generated
Delhi,Area_1959,OLD_CITY,WIDE,True,True,LOW,5,generated
Hyderabad,Area_1960,OLD_CITY,WIDE,True,True,LOW,2,generated
Hyderabad,Area_1961,RURAL,NARROW,True,True,HIGH,5,generated
Delhi,Area_1962,RURAL,WIDE,False,False,MEDIUM,5,generated
Bengaluru,Area_1963,RURAL,WIDE,True,True,LOW,2,generated
Mumbai,Area_1964,OLD_CITY,NARROW,True,False,MEDIUM,3,generated
Delhi,Area_1965,RURAL,NARROW,True,False,HIGH,1,generated
Bengaluru,Area_1966,URBAN,WIDE,True,True,HIGH,2,generated
Kolkata,Area_1967,RURAL,NARROW,True,False,HIGH,2,generated
Chennai,Area_1968,URBAN,WIDE,True,False,LOW,4,generated
Pune,Area_1969,RURAL,WIDE,True,False,HIGH,1,generated
Chennai,Area_1970,URBAN,WIDE,False,False,LOW,4,generated
Delhi,Area_1971,OLD_CITY,MEDIUM,True,False,MEDIUM,1,generated
Bengaluru,Area_1972,OLD_CITY,WIDE,False,False,HIGH,2,generated
Hyderabad,Area_1973,URBAN,MEDIUM,True,False,MEDIUM,2,generated
Kolkata,Area_1974,RURAL,MEDIUM,True,True,LOW,4,generated
Chennai,Area_1975,OLD_CITY,MEDIUM,True,False,MEDIUM,2,generated
Delhi,Area_1976,OLD_CITY,MEDIUM,True,True,LOW,3,generated
Chennai,Area_1977,RURAL,MEDIUM,True,False,HIGH,5,generated
Mumbai,Area_1978,OLD_CITY,NARROW,False,False,MEDIUM,1,generated
Chennai,Area_1979,RURAL,WIDE,True,False,MEDIUM,4,generated
Chennai,Area_1980,RURAL,NARROW,True,False,HIGH,2,generated
Hyderabad,Area_1981,RURAL,MEDIUM,True,False,MEDIUM,4,generated
Mumbai,Area_1982,RURAL,WIDE,False,False,HIGH,4,generated
Kolkata,Area_1983,RURAL,NARROW,False,False,HIGH,2,generated
Bengaluru,Area_1984,URBAN,NARROW,True,False,MEDIUM,5,generated
Chennai,Area_1985,OLD_CITY,WIDE,False,False,LOW,5,generated
Bengaluru,Area_1986,URBAN,NARROW,True,False,LOW,3,generated
Pune,Area_1987,RURAL,MEDIUM,False,False,HIGH,4,generated
Delhi,Area_1988,URBAN,MEDIUM,True,False,HIGH,3,generated
Mumbai,Area_1989,RURAL,WIDE,True,False,MEDIUM,1,generated
Bengaluru,Area_1990,RURAL,WIDE,False,True,HIGH,3,generated
Bengaluru,Area_1991,OLD_CITY,WIDE,True,True,HIGH,4,generated
Kolkata,Area_1992,OLD_CITY,MEDIUM,True,False,MEDIUM,3,generated
Bengaluru,Area_1993,RURAL,NARROW,False,False,HIGH,5,generated
Mumbai,Area_1994,OLD_CITY,NARROW,True,False,MEDIUM,3,generated
Mumbai,Area_1995,RURAL,MEDIUM,False,False,MEDIUM,3,generated
Hyderabad,Area_1996,RURAL,WIDE,False,True,LOW,5,generated
Hyderabad,Area_1997,URBAN,WIDE,True,False,HIGH,5,generated
Hyderabad,Area_1998,URBAN,MEDIUM,True,False,HIGH,4,generated
Delhi,Area_1999,OLD_CITY,WIDE,True,True,MEDIUM,1,generated
Delhi,Area_2000,URBAN,WIDE,True,True,LOW,4,generated
Hyderabad,Area_2001,RURAL,MEDIUM,False,True,MEDIUM,2,generated
Kolkata,Area_2002,OLD_CITY,WIDE,True,True,HIGH,3,generated
Hyderabad,Area_2003,RURAL,NARROW,True,True,HIGH,3,generated
Chennai,Area_2004,URBAN,MEDIUM,False,False,LOW,2,generated
Chennai,Area_2005,RURAL,MEDIUM,False,False,MEDIUM,5,generated
Kolkata,Area_2006,URBAN,WIDE,True,False,LOW,2,generated
Pune,Area_2007,OLD_CITY,WIDE,False,False,HIGH,1,generated
Bengaluru,Area_2008,RURAL,NARROW,False,True,MEDIUM,1,generated
Mumbai,Area_2009,OLD_CITY,MEDIUM,True,True,HIGH,4,generated
Mumbai,Area_2010,OLD_CITY,WIDE,True,False,HIGH,4,generated
Chennai,Area_2011,RURAL,NARROW,True,False,LOW,1,generated
Mumbai,Area_2012,OLD_CITY,WIDE,True,False,LOW,2,generated
Bengaluru,Area_2013,URBAN,NARROW,False,True,MEDIUM,4,generated
Bengaluru,Area_2014,RURAL,MEDIUM,False,False,LOW,5,generated
Hyderabad,Area_2015,RURAL,NARROW,True,False,HIGH,1,generated
Delhi,Area_2016,OLD_CITY,NARROW,True,True,MEDIUM,2,generated
Bengaluru,Area_2017,URBAN,NARROW,True,False,HIGH,1,generated
Kolkata,Area_2018,URBAN,MEDIUM,False,False,MEDIUM,5,generated
Chennai,Area_2019,RURAL,NARROW,False,False,LOW,4,generated
Kolkata,Area_2020,URBAN,NARROW,True,False,LOW,1,generated
Bengaluru,Area_2021,OLD_CITY,MEDIUM,True,False,HIGH,2,generated
Bengaluru,Area_2022,RURAL,NARROW,True,False,LOW,4,generated
Bengaluru,Area_2023,URBAN,NARROW,False,False,LOW,4,generated
Hyderabad,Area_2024,OLD_CITY,WIDE,True,False,HIGH,2,generated
Chennai,Area_2025,OLD_CITY,MEDIUM,False,False,LOW,3,generated
Hyderabad,Area_2026,OLD_CITY,MEDIUM,True,False,MEDIUM,4,generated
Chennai,Area_2027,RURAL,WIDE,False,False,MEDIUM,3,generated
Delhi,Area_2028,OLD_CITY,WIDE,True,False,HIGH,1,generated
Kolkata,Area_2029,URBAN,MEDIUM,False,True,MEDIUM,5,generated
Bengaluru,Area_2030,URBAN,WIDE,False,False,MEDIUM,3,generated
Bengaluru,Area_2031,URBAN,NARROW,False,False,MEDIUM,1,generated
Bengaluru,Area_2032,RURAL,NARROW,False,True,MEDIUM,5,generated
Mumbai,Area_2033,URBAN,MEDIUM,False,False,MEDIUM,1,generated
Mumbai,Area_2034,RURAL,WIDE,True,False,MEDIUM,2,generated
Bengaluru,Area_2035,OLD_CITY,MEDIUM,True,False,HIGH,1,generated
Chennai,Area_2036,OLD_CITY,MEDIUM,True,False,MEDIUM,4,generated
Chennai,Area_2037,OLD_CITY,MEDIUM,False,False,LOW,3,generated
Pune,Area_2038,URBAN,WIDE,True,True,LOW,5,generated
Kolkata,Area_2039,URBAN,MEDIUM,False,True,MEDIUM,5,generated
Kolkata,Area_2040,URBAN,WIDE,True,False,LOW,5,generated
Chennai,Area_2041,RURAL,NARROW,False,False,LOW,2,generated
Kolkata,Area_2042,OLD_CITY,NARROW,False,True,HIGH,1,generated
Chennai,Area_2043,RURAL,WIDE,False,False,LOW,1,generated
Mumbai,Area_2044,OLD_CITY,NARROW,True,False,LOW,4,generated
Mumbai,Area_2045,OLD_CITY,NARROW,True,True,MEDIUM,5,generated
Mumbai,Area_2046,RURAL,WIDE,True,True,LOW,2,generated
Delhi,Area_2047,URBAN,NARROW,True,False,MEDIUM,3,generated
Delhi,Area_2048,URBAN,WIDE,True,True,MEDIUM,3,generated
Mumbai,Area_2049,RURAL,MEDIUM,False,False,LOW,4,generated
Pune,Area_2050,URBAN,NARROW,False,False,LOW,1,generated
Kolkata,Area_2051,OLD_CITY,MEDIUM,False,False,HIGH,5,generated
Chennai,Area_2052,RURAL,NARROW,False,True,MEDIUM,1,generated
Hyderabad,Area_2053,OLD_CITY,NARROW,False,True,MEDIUM,5,generated
Kolkata,Area_2054,OLD_CITY,NARROW,True,False,MEDIUM,4,generated
Hyderabad,Area_2055,URBAN,NARROW,False,False,HIGH,2,generated
Delhi,Area_2056,URBAN,NARROW,False,True,MEDIUM,2,generated
Kolkata,Area_2057,RURAL,NARROW,True,False,MEDIUM,5,generated
Mumbai,Area_2058,URBAN,MEDIUM,True,False,HIGH,2,generated
Hyderabad,Area_2059,URBAN,WIDE,False,True,HIGH,2,generated
Delhi,Area_2060,URBAN,WIDE,False,False,MEDIUM,2,generated
Chennai,Area_2061,OLD_CITY,NARROW,True,True,MEDIUM,2,generated
Pune,Area_2062,OLD_CITY,WIDE,True,False,LOW,1,generated
Delhi,Area_2063,URBAN,NARROW,False,True,MEDIUM,3,generated
Hyderabad,Area_2064,RURAL,NARROW,False,False,HIGH,3,generated
Kolkata,Area_2065,RURAL,MEDIUM,True,False,MEDIUM,4,generated
Delhi,Area_2066,URBAN,MEDIUM,False,False,MEDIUM,4,generated
Hyderabad,Area_2067,URBAN,WIDE,True,False,LOW,3,generated
Chennai,Area_2068,URBAN,WIDE,False,False,LOW,5,generated
Kolkata,Area_2069,OLD_CITY,MEDIUM,True,True,MEDIUM,2,generated
Mumbai,Area_2070,RURAL,NARROW,True,False,LOW,5,generated
Delhi,Area_2071,URBAN,NARROW,True,False,LOW,3,generated
Mumbai,Area_2072,OLD_CITY,WIDE,True,True,MEDIUM,4,generated
Mumbai,Area_2073,OLD_CITY,MEDIUM,True,False,LOW,4,generated
Delhi,Area_2074,OLD_CITY,MEDIUM,True,False,LOW,5,generated
Chennai,Area_2075,OLD_CITY,WIDE,True,True,LOW,1,generated
Hyderabad,Area_2076,URBAN,NARROW,False,True,LOW,4,generated
Pune,Area_2077,OLD_CITY,MEDIUM,True,False,MEDIUM,3,generated
Pune,Area_2078,URBAN,WIDE,True,False,MEDIUM,5,generated
Mumbai,Area_2079,RURAL,NARROW,True,False,MEDIUM,1,generated
Kolkata,Area_2080,URBAN,NARROW,True,False,HIGH,3,generated
Bengaluru,Area_2081,RURAL,NARROW,True,True,MEDIUM,1,generated
Chennai,Area_2082,URBAN,MEDIUM,True,False,HIGH,1,generated
Mumbai,Area_2083,URBAN,NARROW,True,False,HIGH,1,generated
Chennai,Area_2084,URBAN,WIDE,False,True,MEDIUM,2,generated
Bengaluru,Area_2085,URBAN,MEDIUM,False,False,MEDIUM,4,generated
Mumbai,Area_2086,RURAL,MEDIUM,True,False,HIGH,2,generated
Delhi,Area_2087,URBAN,NARROW,True,True,HIGH,5,generated
Chennai,Area_2088,RURAL,MEDIUM,True,False,MEDIUM,1,generated
Mumbai,Area_2089,RURAL,NARROW,True,False,MEDIUM,4,generated
Kolkata,Area_2090,URBAN,WIDE,False,False,HIGH,3,generated
Kolkata,Area_2091,OLD_CITY,WIDE,False,False,MEDIUM,3,generated
Bengaluru,Area_2092,OLD_CITY,MEDIUM,False,False,MEDIUM,5,generated
Hyderabad,Area_2093,URBAN,MEDIUM,False,True,LOW,2,generated
Bengaluru,Area_2094,RURAL,MEDIUM,True,True,MEDIUM,1,generated
Mumbai,Area_2095,URBAN,NARROW,True,True,MEDIUM,1,generated
Delhi,Area_2096,RURAL,WIDE,True,False,HIGH,4,generated
Bengaluru,Area_2097,RURAL,MEDIUM,True,False,LOW,3,generated
Pune,Area_2098,OLD_CITY,NARROW,False,True,MEDIUM,5,generated
Mumbai,Area_2099,RURAL,NARROW,False,False,HIGH,2,generated
Chennai,Area_2100,RURAL,MEDIUM,True,False,MEDIUM,5,generated
Mumbai,Area_2101,RURAL,WIDE,False,False,LOW,5,generated
Delhi,Area_2102,RURAL,MEDIUM,True,False,LOW,3,generated
Hyderabad,Area_2103,URBAN,MEDIUM,False,True,LOW,4,generated
Pune,Area_2104,RURAL,WIDE,True,False,MEDIUM,4,generated
Chennai,Area_2105,URBAN,WIDE,True,False,HIGH,2,generated
Pune,Area_2106,URBAN,NARROW,False,False,HIGH,2,generated
Delhi,Area_2107,RURAL,NARROW,True,True,LOW,4,generated
Kolkata,Area_2108,OLD_CITY,NARROW,True,True,LOW,1,generated
Kolkata,Area_2109,RURAL,WIDE,False,True,LOW,1,generated
Chennai,Area_2110,RURAL,MEDIUM,True,False,HIGH,4,generated
Delhi,Area_2111,OLD_CITY,WIDE,False,False,MEDIUM,2,generated
Chennai,Area_2112,RURAL,WIDE,False,False,MEDIUM,3,generated
Delhi,Area_2113,RURAL,NARROW,False,False,MEDIUM,3,generated
Pune,Area_2114,URBAN,NARROW,False,True,LOW,5,generated
Kolkata,Area_2115,RURAL,WIDE,True,False,HIGH,2,generated
Hyderabad,Area_2116,OLD_CITY,MEDIUM,False,True,HIGH,5,generated
Kolkata,Area_2117,OLD_CITY,MEDIUM,True,False,LOW,3,generated
Delhi,Area_2118,RURAL,WIDE,False,False,LOW,4,generated
Chennai,Area_2119,URBAN,NARROW,True,False,LOW,2,generated
Hyderabad,Area_2120,URBAN,NARROW,True,True,HIGH,5,generated
Bengaluru,Area_2121,URBAN,NARROW,False,False,HIGH,2,generated
Pune,Area_2122,URBAN,MEDIUM,True,False,HIGH,5,generated
Chennai,Area_2123,URBAN,NARROW,False,False,HIGH,2,generated
Pune,Area_2124,RURAL,MEDIUM,False,True,HIGH,4,generated
Kolkata,Area_2125,OLD_CITY,MEDIUM,True,False,LOW,4,generated
Pune,Area_2126,RURAL,NARROW,False,False,MEDIUM,3,generated
Chennai,Area_2127,OLD_CITY,NARROW,True,False,LOW,2,generated
Delhi,Area_2128,OLD_CITY,WIDE,True,False,LOW,5,generated
Kolkata,Area_2129,URBAN,WIDE,False,False,MEDIUM,5,generated
Mumbai,Area_2130,OLD_CITY,NARROW,False,False,MEDIUM,3,generated
Hyderabad,Area_2131,URBAN,MEDIUM,False,True,LOW,1,generated
Chennai,Area_2132,URBAN,WIDE,False,True,LOW,2,generated
Kolkata,Area_2133,URBAN,NARROW,False,True,MEDIUM,4,generated
Hyderabad,Area_2134,OLD_CITY,MEDIUM,True,False,HIGH,2,generated
Bengaluru,Area_2135,OLD_CITY,MEDIUM,True,False,HIGH,1,generated
Delhi,Area_2136,RURAL,NARROW,True,False,LOW,2,generated
Hyderabad,Area_2137,RURAL,MEDIUM,False,False,HIGH,3,generated
Delhi,Area_2138,OLD_CITY,NARROW,True,True,LOW,5,generated
Bengaluru,Area_2139,RURAL,MEDIUM,False,True,HIGH,5,generated
Bengaluru,Area_2140,RURAL,WIDE,True,False,HIGH,2,generated
Hyderabad,Area_2141,URBAN,MEDIUM,True,True,LOW,5,generated
Hyderabad,Area_2142,OLD_CITY,NARROW,True,False,HIGH,5,generated
Delhi,Area_2143,OLD_CITY,WIDE,True,False,LOW,5,generated
Pune,Area_2144,URBAN,WIDE,False,False,LOW,2,generated
Bengaluru,Area_2145,OLD_CITY,WIDE,True,True,LOW,1,generated
Delhi,Area_2146,RURAL,WIDE,True,False,HIGH,1,generated
Mumbai,Area_2147,URBAN,MEDIUM,True,False,HIGH,2,generated
Pune,Area_2148,RURAL,WIDE,False,True,LOW,1,generated
Kolkata,Area_2149,RURAL,MEDIUM,True,True,LOW,2,generated
Chennai,Area_2150,RURAL,NARROW,True,False,LOW,2,generated
Chennai,Area_2151,RURAL,MEDIUM,False,True,LOW,1,generated
Chennai,Area_2152,OLD_CITY,NARROW,False,False,HIGH,5,generated
Bengaluru,Area_2153,URBAN,NARROW,False,False,MEDIUM,4,generated
Kolkata,Area_2154,OLD_CITY,MEDIUM,True,False,MEDIUM,4,generated
Mumbai,Area_2155,RURAL,NARROW,True,False,LOW,2,generated
Bengaluru,Area_2156,OLD_CITY,MEDIUM,False,False,MEDIUM,1,generated
Bengaluru,Area_2157,RURAL,MEDIUM,False,False,MEDIUM,1,generated
Pune,Area_2158,OLD_CITY,WIDE,True,False,HIGH,3,generated
Bengaluru,Area_2159,URBAN,WIDE,True,False,MEDIUM,4,generated
Bengaluru,Area_2160,OLD_CITY,NARROW,True,False,MEDIUM,1,generated
Hyderabad,Area_2161,RURAL,MEDIUM,True,True,HIGH,1,generated
Mumbai,Area_2162,OLD_CITY,NARROW,True,True,HIGH,3,generated
Bengaluru,Area_2163,RURAL,NARROW,True,False,LOW,1,generated
Bengaluru,Area_2164,OLD_CITY,NARROW,True,True,LOW,4,generated
Kolkata,Area_2165,RURAL,WIDE,True,False,LOW,4,generated
Kolkata,Area_2166,URBAN,WIDE,True,False,HIGH,1,generated
Mumbai,Area_2167,OLD_CITY,MEDIUM,True,False,HIGH,2,generated
Hyderabad,Area_2168,URBAN,WIDE,True,False,MEDIUM,2,generated
Chennai,Area_2169,RURAL,MEDIUM,False,False,MEDIUM,1,generated
Kolkata,Area_2170,URBAN,WIDE,True,True,MEDIUM,4,generated
Hyderabad,Area_2171,RURAL,MEDIUM,True,False,MEDIUM,1,generated
Pune,Area_2172,URBAN,WIDE,True,False,LOW,5,generated
Hyderabad,Area_2173,OLD_CITY,NARROW,True,False,HIGH,3,generated
Bengaluru,Area_2174,RURAL,NARROW,True,False,MEDIUM,4,generated
Pune,Area_2175,URBAN,WIDE,False,False,MEDIUM,1,generated
Hyderabad,Area_2176,RURAL,NARROW,True,False,MEDIUM,4,generated
Chennai,Area_2177,URBAN,MEDIUM,True,False,HIGH,2,generated
Mumbai,Area_2178,URBAN,MEDIUM,False,False,LOW,5,generated
Hyderabad,Area_2179,OLD_CITY,NARROW,False,True,LOW,2,generated
Hyderabad,Area_2180,OLD_CITY,MEDIUM,True,True,MEDIUM,1,generated
Mumbai,Area_2181,OLD_CITY,MEDIUM,True,True,HIGH,2,generated
Bengaluru,Area_2182,RURAL,MEDIUM,False,False,HIGH,1,generated
Mumbai,Area_2183,OLD_CITY,MEDIUM,True,False,MEDIUM,4,generated
Bengaluru,Area_2184,URBAN,MEDIUM,False,False,HIGH,2,generated
Hyderabad,Area_2185,RURAL,WIDE,True,False,LOW,1,generated
Delhi,Area_2186,RURAL,WIDE,False,False,HIGH,3,generated
Delhi,Area_2187,OLD_CITY,MEDIUM,False,False,MEDIUM,4,generated
Pune,Area_2188,RURAL,MEDIUM,False,False,HIGH,3,generated
Pune,Area_2189,OLD_CITY,MEDIUM,True,True,HIGH,3,generated
Mumbai,Area_2190,RURAL,MEDIUM,True,True,HIGH,3,generated
Hyderabad,Area_2191,RURAL,WIDE,True,True,MEDIUM,4,generated
Chennai,Area_2192,RURAL,NARROW,True,False,LOW,3,generated
Chennai,Area_2193,RURAL,WIDE,True,True,HIGH,5,generated
Chennai,Area_2194,RURAL,NARROW,True,False,MEDIUM,5,generated
Delhi,Area_2195,URBAN,NARROW,False,False,LOW,4,generated
Mumbai,Area_2196,OLD_CITY,NARROW,True,True,HIGH,5,generated
Kolkata,Area_2197,URBAN,WIDE,True,False,HIGH,3,generated
Kolkata,Area_2198,OLD_CITY,NARROW,True,False,HIGH,5,generated
Mumbai,Area_2199,OLD_CITY,NARROW,True,False,MEDIUM,4,generated
Pune,Area_2200,OLD_CITY,NARROW,False,False,LOW,5,generated
Bengaluru,Area_2201,URBAN,NARROW,True,False,MEDIUM,3,generated
Pune,Area_2202,OLD_CITY,WIDE,True,False,MEDIUM,1,generated
Pune,Area_2203,URBAN,NARROW,False,False,LOW,3,generated
Hyderabad,Area_2204,URBAN,WIDE,False,False,LOW,1,generated
Chennai,Area_2205,RURAL,WIDE,True,False,HIGH,3,generated
Mumbai,Area_2206,RURAL,NARROW,False,False,HIGH,2,generated
Chennai,Area_2207,URBAN,NARROW,False,False,MEDIUM,5,generated
Delhi,Area_2208,OLD_CITY,MEDIUM,True,True,LOW,1,generated
Hyderabad,Area_2209,OLD_CITY,MEDIUM,True,False,LOW,1,generated
Mumbai,Area_2210,URBAN,MEDIUM,False,False,HIGH,5,generated
Delhi,Area_2211,URBAN,MEDIUM,True,False,LOW,4,generated
Chennai,Area_2212,URBAN,MEDIUM,False,False,MEDIUM,3,generated
Kolkata,Area_2213,URBAN,WIDE,True,False,LOW,1,generated
Chennai,Area_2214,RURAL,WIDE,False,False,LOW,1,generated
Bengaluru,Area_2215,RURAL,NARROW,True,True,MEDIUM,4,generated
Pune,Area_2216,URBAN,MEDIUM,True,False,LOW,5,generated
Bengaluru,Area_2217,OLD_CITY,MEDIUM,False,True,HIGH,1,generated
Kolkata,Area_2218,RURAL,NARROW,False,False,MEDIUM,4,generated
Bengaluru,Area_2219,URBAN,NARROW,False,True,MEDIUM,3,generated
Mumbai,Area_2220,OLD_CITY,MEDIUM,False,True,LOW,4,generated
Mumbai,Area_2221,URBAN,NARROW,True,False,LOW,4,generated
Kolkata,Area_2222,RURAL,NARROW,False,False,HIGH,4,generated
Hyderabad,Area_2223,OLD_CITY,NARROW,True,False,MEDIUM,5,generated
Pune,Area_2224,OLD_CITY,NARROW,False,False,HIGH,4,generated
Bengaluru,Area_2225,OLD_CITY,NARROW,False,False,HIGH,2,generated
Bengaluru,Area_2226,RURAL,MEDIUM,False,True,LOW,4,generated
Delhi,Area_2227,URBAN,WIDE,False,True,LOW,1,generated
Hyderabad,Area_2228,RURAL,MEDIUM,True,False,MEDIUM,1,generated
Pune,Area_2229,RURAL,NARROW,False,False,MEDIUM,5,generated
Chennai,Area_2230,OLD_CITY,NARROW,True,False,HIGH,5,generated
Delhi,Area_2231,RURAL,MEDIUM,True,False,LOW,1,generated
Pune,Area_2232,URBAN,MEDIUM,False,True,MEDIUM,2,generated
Mumbai,Area_2233,URBAN,WIDE,True,False,LOW,2,generated
Kolkata,Area_2234,RURAL,WIDE,False,False,HIGH,4,generated
Bengaluru,Area_2235,URBAN,NARROW,True,False,HIGH,4,generated
Delhi,Area_2236,OLD_CITY,WIDE,True,False,MEDIUM,5,generated
Mumbai,Area_2237,URBAN,MEDIUM,False,True,MEDIUM,2,generated
Delhi,Area_2238,RURAL,WIDE,True,False,LOW,5,generated
Chennai,Area_2239,OLD_CITY,WIDE,False,False,HIGH,1,generated
Kolkata,Area_2240,OLD_CITY,WIDE,False,False,HIGH,3,generated
