delivery_event_id,shipment_id,delivery_outcome,failure_reason,human_override_flag,delivery_delay_minutes
EVT011006,SHP011006,Delivered,Customer Unavailable,False,298
EVT011007,SHP011007,Delivered,None,False,224
EVT011008,SHP011008,Delivered,Address Issue,False,185
EVT011009,SHP011009,Delivered,Traffic,False,95
EVT011010,SHP011010,Delayed,Customer Unavailable,False,13
EVT011011,SHP011011,Delivered,Address Issue,False,116
EVT011012,SHP011012,Failed,Traffic,False,35
EVT011013,SHP011013,Delayed,Customer Unavailable,False,148
EVT011014,SHP011014,Failed,Customer Unavailable,False,101
EVT011015,SHP011015,Delivered,None,False,124
EVT011016,SHP011016,Delivered,None,False,266
EVT011017,SHP011017,Failed,Weather,False,228
EVT011018,SHP011018,Delivered,Traffic,False,173
EVT011019,SHP011019,Delivered,None,False,243
EVT011020,SHP011020,Delivered,Address Issue,False,289
EVT011021,SHP011021,Delivered,Customer Unavailable,False,267
EVT011022,SHP011022,Delivered,Traffic,False,136
EVT011023,SHP011023,Delivered,Address Issue,False,281
EVT011024,SHP011024,Delivered,Weather,False,207
EVT011025,SHP011025,Delivered,Customer Unavailable,False,292
EVT011026,SHP011026,Delivered,None,False,153
EVT011027,SHP011027,Delivered,Traffic,True,61
EVT011028,SHP011028,Delivered,None,True,293
EVT011029,SHP011029,Failed,Address Issue,False,177
EVT011030,SHP011030,Delivered,None,False,185
EVT011031,SHP011031,Delivered,Customer Unavailable,False,196
EVT011032,SHP011032,Delivered,Customer Unavailable,False,5
EVT011033,SHP011033,Delivered,Address Issue,False,53
EVT011034,SHP011034,Delivered,None,True,181
EVT011035,SHP011035,Delayed,Weather,False,121
EVT011036,SHP011036,Delivered,None,False,160
EVT011037,SHP011037,Delivered,Customer Unavailable,False,90
EVT011038,SHP011038,Delayed,Customer Unavailable,True,98
EVT011039,SHP011039,Delayed,None,False,263
EVT011040,SHP011040,Failed,None,False,177
EVT011041,SHP011041,Delivered,Address Issue,False,288
EVT011042,SHP011042,Delivered,Traffic,False,44
EVT011043,SHP011043,Delivered,None,False,200
EVT011044,SHP011044,Delivered,Weather,False,298
EVT011045,SHP011045,Delivered,Address Issue,False,176
EVT011046,SHP011046,Delivered,Traffic,False,110
EVT011047,SHP011047,Delivered,Address Issue,False,20
EVT011048,SHP011048,Delayed,Customer Unavailable,False,138
EVT011049,SHP011049,Delivered,Address Issue,False,227
EVT011050,SHP011050,Delivered,Customer Unavailable,False,285
EVT011051,SHP011051,Failed,None,False,230
EVT011052,SHP011052,Delivered,Weather,True,286
EVT011053,SHP011053,Delivered,Customer Unavailable,True,213
EVT011054,SHP011054,Delivered,Address Issue,False,280
EVT011055,SHP011055,Failed,Address Issue,False,58
EVT011056,SHP011056,Delivered,Address Issue,True,116
EVT011057,SHP011057,Delayed,None,False,274
EVT011058,SHP011058,Delivered,Weather,True,270
EVT011059,SHP011059,Delivered,None,False,26
EVT011060,SHP011060,Delayed,None,False,174
EVT011061,SHP011061,Delivered,Address Issue,False,178
EVT011062,SHP011062,Delivered,Customer Unavailable,False,107
EVT011063,SHP011063,Delivered,None,False,67
EVT011064,SHP011064,Delivered,Address Issue,True,124
EVT011065,SHP011065,Delivered,None,False,170
EVT011066,SHP011066,Delivered,Customer Unavailable,False,94
EVT011067,SHP011067,Failed,None,False,32
EVT011068,SHP011068,Delivered,Customer Unavailable,False,34
EVT011069,SHP011069,Delivered,Customer Unavailable,False,264
EVT011070,SHP011070,Delivered,None,False,143
EVT011071,SHP011071,Delivered,Customer Unavailable,False,172
EVT011072,SHP011072,Delivered,Weather,False,219
EVT011073,SHP011073,Delivered,Address Issue,True,197
EVT011074,SHP011074,Delivered,Traffic,False,27
EVT011075,SHP011075,Delivered,Traffic,False,8
EVT011076,SHP011076,Delivered,Address Issue,False,285
EVT011077,SHP011077,Delivered,Customer Unavailable,False,144
EVT011078,SHP011078,Delivered,None,True,267
EVT011079,SHP011079,Delivered,Customer Unavailable,False,38
EVT011080,SHP011080,Delayed,Traffic,False,122
EVT011081,SHP011081,Delayed,Weather,True,231
EVT011082,SHP011082,Delivered,Weather,False,197
EVT011083,SHP011083,Delivered,Traffic,False,183
EVT011084,SHP011084,Delivered,Address Issue,False,239
EVT011085,SHP011085,Delivered,Weather,False,38
EVT011086,SHP011086,Delivered,Traffic,False,169
EVT011087,SHP011087,Delivered,None,False,127
EVT011088,SHP011088,Delivered,Weather,True,223
EVT011089,SHP011089,Delayed,Address Issue,False,281
EVT011090,SHP011090,Delivered,Address Issue,False,67
EVT011091,SHP011091,Delivered,None,True,172
EVT011092,SHP011092,Delivered,Traffic,False,87
EVT011093,SHP011093,Delivered,None,False,273
EVT011094,SHP011094,Delayed,None,False,53
EVT011095,SHP011095,Failed,None,False,213
EVT011096,SHP011096,Delivered,None,False,240
EVT011097,SHP011097,Delivered,Weather,False,129
EVT011098,SHP011098,Delivered,Weather,False,194
EVT011099,SHP011099,Delayed,Customer Unavailable,False,113
EVT011100,SHP011100,Delivered,Customer Unavailable,False,252
EVT011101,SHP011101,Delivered,Weather,True,15
EVT011102,SHP011102,Delayed,Weather,False,101
EVT011103,SHP011103,Delayed,Customer Unavailable,False,13
EVT011104,SHP011104,Failed,Customer Unavailable,False,125
EVT011105,SHP011105,Delivered,None,False,263
EVT011106,SHP011106,Failed,Address Issue,False,212
EVT011107,SHP011107,Delayed,Address Issue,False,68
EVT011108,SHP011108,Delivered,None,False,166
EVT011109,SHP011109,Delayed,None,False,67
EVT011110,SHP011110,Delivered,Customer Unavailable,False,240
EVT011111,SHP011111,Delayed,Customer Unavailable,False,238
EVT011112,SHP011112,Delivered,Customer Unavailable,False,146
EVT011113,SHP011113,Delivered,Traffic,False,10
EVT011114,SHP011114,Delivered,Weather,False,151
EVT011115,SHP011115,Delivered,Address Issue,False,39
EVT011116,SHP011116,Delivered,None,True,72
EVT011117,SHP011117,Failed,None,False,168
EVT011118,SHP011118,Delayed,None,False,0
EVT011119,SHP011119,Delayed,None,False,52
EVT011120,SHP011120,Delivered,None,False,185
EVT011121,SHP011121,Delivered,Weather,False,154
EVT011122,SHP011122,Delivered,None,False,212
EVT011123,SHP011123,Delivered,Address Issue,False,158
EVT011124,SHP011124,Delivered,Weather,False,16
EVT011125,SHP011125,Failed,Weather,True,265
EVT011126,SHP011126,Delivered,Customer Unavailable,False,108
EVT011127,SHP011127,Delivered,Customer Unavailable,False,2
EVT011128,SHP011128,Delivered,Traffic,False,96
EVT011129,SHP011129,Delayed,Customer Unavailable,True,153
EVT011130,SHP011130,Delivered,None,False,259
EVT011131,SHP011131,Delivered,Customer Unavailable,False,262
EVT011132,SHP011132,Delivered,Customer Unavailable,False,65
EVT011133,SHP011133,Delayed,None,False,162
EVT011134,SHP011134,Delivered,Weather,False,263
EVT011135,SHP011135,Delivered,Customer Unavailable,True,232
EVT011136,SHP011136,Delivered,Customer Unavailable,False,189
EVT011137,SHP011137,Delivered,Address Issue,False,97
EVT011138,SHP011138,Delivered,Weather,False,4
EVT011139,SHP011139,Delayed,None,False,51
EVT011140,SHP011140,Delivered,None,False,246
EVT011141,SHP011141,Delivered,None,False,77
EVT011142,SHP011142,Delivered,Customer Unavailable,False,4
EVT011143,SHP011143,Delayed,None,False,158
EVT011144,SHP011144,Delivered,Customer Unavailable,False,255
EVT011145,SHP011145,Delayed,Customer Unavailable,False,242
EVT011146,SHP011146,Delivered,None,False,59
EVT011147,SHP011147,Delivered,Address Issue,False,288
EVT011148,SHP011148,Failed,Address Issue,True,274
EVT011149,SHP011149,Delivered,Address Issue,False,139
EVT011150,SHP011150,Delivered,None,False,182
EVT011151,SHP011151,Delivered,Customer Unavailable,True,182
EVT011152,SHP011152,Delivered,Weather,True,244
EVT011153,SHP011153,Delivered,None,False,56
EVT011154,SHP011154,Delayed,None,True,207
EVT011155,SHP011155,Delivered,Customer Unavailable,False,32
EVT011156,SHP011156,Delivered,None,False,88
EVT011157,SHP011157,Failed,None,False,179
EVT011158,SHP011158,Delivered,Customer Unavailable,True,45
EVT011159,SHP011159,Delivered,Weather,False,136
EVT011160,SHP011160,Delivered,Address Issue,False,17
EVT011161,SHP011161,Delivered,Address Issue,True,130
EVT011162,SHP011162,Delivered,Customer Unavailable,True,275
EVT011163,SHP011163,Delivered,Customer Unavailable,False,248
EVT011164,SHP011164,Delivered,Address Issue,False,236
EVT011165,SHP011165,Delayed,Address Issue,False,226
EVT011166,SHP011166,Delivered,Address Issue,False,219
EVT011167,SHP011167,Delivered,Customer Unavailable,False,2
EVT011168,SHP011168,Delayed,None,False,97
EVT011169,SHP011169,Delivered,Customer Unavailable,False,100
EVT011170,SHP011170,Delivered,Address Issue,False,175
EVT011171,SHP011171,Delivered,Address Issue,False,28
EVT011172,SHP011172,Delivered,Traffic,False,10
EVT011173,SHP011173,Delivered,Address Issue,False,127
EVT011174,SHP011174,Delivered,None,False,246
EVT011175,SHP011175,Delivered,Address Issue,False,39
EVT011176,SHP011176,Failed,Weather,False,159
EVT011177,SHP011177,Delayed,None,False,86
EVT011178,SHP011178,Delivered,Weather,False,156
EVT011179,SHP011179,Delivered,None,False,232
EVT011180,SHP011180,Delivered,Customer Unavailable,False,225
EVT011181,SHP011181,Delivered,Weather,False,244
EVT011182,SHP011182,Delivered,Weather,False,10
EVT011183,SHP011183,Delayed,None,False,64
EVT011184,SHP011184,Delivered,Customer Unavailable,False,53
EVT011185,SHP011185,Delivered,Customer Unavailable,True,66
EVT011186,SHP011186,Delivered,Weather,False,13
EVT011187,SHP011187,Delivered,Customer Unavailable,False,204
EVT011188,SHP011188,Delivered,None,True,94
EVT011189,SHP011189,Delivered,None,True,204
EVT011190,SHP011190,Delivered,None,True,22
EVT011191,SHP011191,Delivered,Weather,False,44
EVT011192,SHP011192,Delivered,Customer Unavailable,False,130
EVT011193,SHP011193,Delivered,Address Issue,False,221
EVT011194,SHP011194,Delivered,Address Issue,False,255
EVT011195,SHP011195,Delivered,Customer Unavailable,False,58
EVT011196,SHP011196,Delivered,None,True,291
EVT011197,SHP011197,Delivered,None,True,149
EVT011198,SHP011198,Delivered,Address Issue,False,294
EVT011199,SHP011199,Delivered,Address Issue,False,2
EVT011200,SHP011200,Delivered,Address Issue,False,51
EVT011201,SHP011201,Delivered,Traffic,False,53
EVT011202,SHP011202,Delivered,None,False,42
EVT011203,SHP011203,Delivered,Traffic,False,156
EVT011204,SHP011204,Delivered,Customer Unavailable,False,6
EVT011205,SHP011205,Delivered,Customer Unavailable,False,140
EVT011206,SHP011206,Delivered,Address Issue,False,123
EVT011207,SHP011207,Delayed,None,False,264
EVT011208,SHP011208,Delivered,None,False,24
EVT011209,SHP011209,Delivered,Weather,False,243
EVT011210,SHP011210,Delivered,Customer Unavailable,True,106
EVT011211,SHP011211,Delayed,None,False,91
EVT011212,SHP011212,Delayed,None,False,249
EVT011213,SHP011213,Delayed,Customer Unavailable,False,57
EVT011214,SHP011214,Delivered,Traffic,False,139
EVT011215,SHP011215,Delivered,Customer Unavailable,False,70
EVT011216,SHP011216,Delivered,Traffic,False,134
EVT011217,SHP011217,Delivered,Customer Unavailable,False,153
EVT011218,SHP011218,Failed,Address Issue,False,188
EVT011219,SHP011219,Delivered,Customer Unavailable,True,8
EVT011220,SHP011220,Delayed,Customer Unavailable,False,264
EVT011221,SHP011221,Delivered,None,False,221
EVT011222,SHP011222,Delivered,None,False,58
EVT011223,SHP011223,Delivered,Weather,False,198
EVT011224,SHP011224,Delivered,None,False,135
EVT011225,SHP011225,Delivered,Address Issue,True,243
EVT011226,SHP011226,Delivered,Customer Unavailable,True,90
EVT011227,SHP011227,Delayed,None,False,254
EVT011228,SHP011228,Delivered,Weather,False,263
EVT011229,SHP011229,Delivered,Address Issue,False,153
EVT011230,SHP011230,Delivered,Customer Unavailable,False,290
EVT011231,SHP011231,Delivered,None,False,263
EVT011232,SHP011232,Delivered,Customer Unavailable,False,59
EVT011233,SHP011233,Delivered,Address Issue,False,69
EVT011234,SHP011234,Delivered,Weather,False,162
EVT011235,SHP011235,Delivered,Customer Unavailable,False,118
EVT011236,SHP011236,Delivered,Address Issue,False,179
EVT011237,SHP011237,Delivered,None,False,198
EVT011238,SHP011238,Delayed,None,False,125
EVT011239,SHP011239,Delivered,Address Issue,False,191
EVT011240,SHP011240,Delivered,None,False,171
EVT011241,SHP011241,Delivered,Address Issue,True,201
EVT011242,SHP011242,Delivered,Customer Unavailable,False,57
EVT011243,SHP011243,Delivered,Weather,False,100
EVT011244,SHP011244,Delivered,Address Issue,False,93
EVT011245,SHP011245,Delivered,Traffic,False,291
EVT011246,SHP011246,Delivered,Address Issue,True,16
EVT011247,SHP011247,Delivered,None,False,240
EVT011248,SHP011248,Delivered,None,False,258
EVT011249,SHP011249,Delivered,Customer Unavailable,False,202
EVT011250,SHP011250,Delivered,Traffic,False,0
EVT011251,SHP011251,Delivered,Address Issue,False,115
EVT011252,SHP011252,Delivered,Customer Unavailable,False,271
EVT011253,SHP011253,Delivered,Customer Unavailable,False,296
EVT011254,SHP011254,Delivered,Traffic,False,60
EVT011255,SHP011255,Delivered,None,False,295
EVT011256,SHP011256,Delivered,None,False,251
EVT011257,SHP011257,Delivered,Customer Unavailable,False,250
EVT011258,SHP011258,Delivered,Weather,True,190
EVT011259,SHP011259,Delivered,Address Issue,False,201
EVT011260,SHP011260,Delayed,None,True,68
EVT011261,SHP011261,Delivered,None,False,280
EVT011262,SHP011262,Delivered,Weather,False,123
EVT011263,SHP011263,Delivered,Customer Unavailable,False,268
EVT011264,SHP011264,Delivered,None,False,95
EVT011265,SHP011265,Delivered,None,True,215
EVT011266,SHP011266,Delayed,Weather,False,57
EVT011267,SHP011267,Delivered,Customer Unavailable,True,13
EVT011268,SHP011268,Delivered,Customer Unavailable,False,207
EVT011269,SHP011269,Delivered,Weather,False,78
EVT011270,SHP011270,Delivered,None,False,186
EVT011271,SHP011271,Failed,Address Issue,False,148
EVT011272,SHP011272,Delivered,None,False,289
EVT011273,SHP011273,Delivered,Customer Unavailable,True,293
EVT011274,SHP011274,Failed,Customer Unavailable,False,94
EVT011275,SHP011275,Delivered,Customer Unavailable,False,254
EVT011276,SHP011276,Delivered,Traffic,False,114
EVT011277,SHP011277,Delivered,Address Issue,True,238
EVT011278,SHP011278,Delivered,Weather,False,151
EVT011279,SHP011279,Delivered,Customer Unavailable,True,164
EVT011280,SHP011280,Delivered,Address Issue,False,112
EVT011281,SHP011281,Failed,Weather,True,264
EVT011282,SHP011282,Failed,Address Issue,False,163
EVT011283,SHP011283,Delivered,None,False,231
EVT011284,SHP011284,Delivered,Customer Unavailable,False,93
EVT011285,SHP011285,Delivered,Weather,False,37
EVT011286,SHP011286,Delivered,Address Issue,False,85
EVT011287,SHP011287,Delivered,None,False,20
EVT011288,SHP011288,Delivered,Customer Unavailable,False,225
EVT011289,SHP011289,Delivered,None,True,133
EVT011290,SHP011290,Delivered,None,True,204
EVT011291,SHP011291,Delivered,None,False,223
EVT011292,SHP011292,Delivered,None,False,106
EVT011293,SHP011293,Delivered,Weather,False,213
EVT011294,SHP011294,Delayed,Weather,False,276
EVT011295,SHP011295,Delivered,None,False,142
EVT011296,SHP011296,Delivered,Customer Unavailable,False,110
EVT011297,SHP011297,Delayed,None,False,277
EVT011298,SHP011298,Delivered,Customer Unavailable,False,10
EVT011299,SHP011299,Delayed,Customer Unavailable,True,202
EVT011300,SHP011300,Delayed,Traffic,False,109
EVT011301,SHP011301,Delivered,Address Issue,True,267
EVT011302,SHP011302,Delivered,None,True,297
EVT011303,SHP011303,Delivered,Traffic,False,87
EVT011304,SHP011304,Delivered,Traffic,False,79
EVT011305,SHP011305,Failed,Traffic,False,247
EVT011306,SHP011306,Delivered,Address Issue,False,65
EVT011307,SHP011307,Delivered,Address Issue,False,230
EVT011308,SHP011308,Delivered,Address Issue,False,33
EVT011309,SHP011309,Delivered,Traffic,False,74
EVT011310,SHP011310,Delivered,Address Issue,False,182
EVT011311,SHP011311,Delivered,Traffic,False,42
EVT011312,SHP011312,Delivered,None,False,117
EVT011313,SHP011313,Delivered,None,False,35
EVT011314,SHP011314,Delivered,None,False,291
EVT011315,SHP011315,Delivered,Address Issue,True,86
EVT011316,SHP011316,Delivered,None,True,157
EVT011317,SHP011317,Delivered,Customer Unavailable,False,19
EVT011318,SHP011318,Delivered,Address Issue,True,203
EVT011319,SHP011319,Delivered,Address Issue,True,133
EVT011320,SHP011320,Delivered,Address Issue,True,152
EVT011321,SHP011321,Delivered,Customer Unavailable,False,109
EVT011322,SHP011322,Delivered,Weather,True,227
EVT011323,SHP011323,Delayed,Address Issue,False,175
EVT011324,SHP011324,Delivered,Address Issue,True,132
EVT011325,SHP011325,Delayed,None,False,25
EVT011326,SHP011326,Delayed,Address Issue,False,255
EVT011327,SHP011327,Delivered,Address Issue,False,197
EVT011328,SHP011328,Delivered,None,False,276
EVT011329,SHP011329,Delivered,Customer Unavailable,True,123
EVT011330,SHP011330,Delivered,Customer Unavailable,False,248
EVT011331,SHP011331,Delivered,None,True,104
EVT011332,SHP011332,Delivered,None,False,293
EVT011333,SHP011333,Delivered,Address Issue,False,33
EVT011334,SHP011334,Delivered,Address Issue,False,127
EVT011335,SHP011335,Delivered,None,False,2
EVT011336,SHP011336,Delivered,Traffic,True,105
EVT011337,SHP011337,Failed,Weather,False,173
EVT011338,SHP011338,Delivered,None,True,47
EVT011339,SHP011339,Delivered,None,False,68
EVT011340,SHP011340,Delivered,None,False,278
EVT011341,SHP011341,Failed,Address Issue,False,146
EVT011342,SHP011342,Delivered,Address Issue,False,200
EVT011343,SHP011343,Failed,Address Issue,False,210
EVT011344,SHP011344,Delivered,None,False,10
EVT011345,SHP011345,Delivered,Customer Unavailable,False,80
EVT011346,SHP011346,Delivered,Customer Unavailable,False,40
EVT011347,SHP011347,Delivered,Address Issue,False,118
EVT011348,SHP011348,Delivered,Address Issue,False,14
EVT011349,SHP011349,Delayed,Address Issue,False,70
EVT011350,SHP011350,Delivered,None,False,229
EVT011351,SHP011351,Delivered,Customer Unavailable,False,66
EVT011352,SHP011352,Delivered,Customer Unavailable,False,229
EVT011353,SHP011353,Delivered,None,True,74
EVT011354,SHP011354,Delivered,Customer Unavailable,False,275
EVT011355,SHP011355,Failed,None,False,94
EVT011356,SHP011356,Delivered,Customer Unavailable,False,232
EVT011357,SHP011357,Delivered,None,False,88
EVT011358,SHP011358,Delivered,Address Issue,True,233
EVT011359,SHP011359,Delivered,Customer Unavailable,True,3
EVT011360,SHP011360,Delivered,Customer Unavailable,False,31
EVT011361,SHP011361,Delivered,Weather,True,32
EVT011362,SHP011362,Delivered,Address Issue,True,93
EVT011363,SHP011363,Delivered,Customer Unavailable,False,136
EVT011364,SHP011364,Delivered,Customer Unavailable,False,200
EVT011365,SHP011365,Delivered,Customer Unavailable,False,230
EVT011366,SHP011366,Delivered,Weather,False,152
EVT011367,SHP011367,Failed,None,False,70
EVT011368,SHP011368,Delivered,Address Issue,False,159
EVT011369,SHP011369,Delivered,Traffic,False,79
EVT011370,SHP011370,Delayed,Address Issue,False,134
EVT011371,SHP011371,Failed,Address Issue,True,150
EVT011372,SHP011372,Delivered,None,False,65
EVT011373,SHP011373,Failed,None,False,42
EVT011374,SHP011374,Delivered,Address Issue,False,103
EVT011375,SHP011375,Delayed,Weather,False,54
EVT011376,SHP011376,Delivered,Customer Unavailable,False,222
EVT011377,SHP011377,Delivered,Address Issue,False,86
EVT011378,SHP011378,Delivered,Traffic,False,132
EVT011379,SHP011379,Delivered,Weather,False,108
EVT011380,SHP011380,Delivered,Address Issue,False,210
EVT011381,SHP011381,Delivered,None,False,51
EVT011382,SHP011382,Delayed,None,False,135
EVT011383,SHP011383,Delivered,Customer Unavailable,False,192
EVT011384,SHP011384,Delivered,Address Issue,False,90
EVT011385,SHP011385,Delivered,Address Issue,False,86
EVT011386,SHP011386,Delivered,Address Issue,False,287
EVT011387,SHP011387,Delivered,None,True,55
EVT011388,SHP011388,Delivered,Customer Unavailable,False,36
EVT011389,SHP011389,Delivered,Customer Unavailable,False,223
EVT011390,SHP011390,Delivered,Weather,False,36
EVT011391,SHP011391,Delivered,Traffic,True,29
EVT011392,SHP011392,Failed,Weather,False,8
EVT011393,SHP011393,Delivered,Address Issue,False,90
EVT011394,SHP011394,Delivered,Customer Unavailable,False,180
EVT011395,SHP011395,Delivered,None,False,158
EVT011396,SHP011396,Delivered,None,True,130
EVT011397,SHP011397,Delivered,Traffic,False,12
EVT011398,SHP011398,Delivered,Address Issue,False,186
EVT011399,SHP011399,Delivered,Customer Unavailable,True,213
EVT011400,SHP011400,Delivered,Weather,True,177
EVT011401,SHP011401,Failed,Customer Unavailable,True,121
EVT011402,SHP011402,Delivered,Address Issue,False,52
EVT011403,SHP011403,Delivered,Address Issue,False,189
EVT011404,SHP011404,Delivered,Customer Unavailable,True,205
EVT011405,SHP011405,Delivered,Customer Unavailable,False,105
EVT011406,SHP011406,Delivered,Address Issue,False,271
EVT011407,SHP011407,Delivered,Traffic,False,72
EVT011408,SHP011408,Delivered,Customer Unavailable,False,212
EVT011409,SHP011409,Delivered,None,False,33
EVT011410,SHP011410,Delivered,None,False,11
EVT011411,SHP011411,Delivered,Address Issue,True,26
EVT011412,SHP011412,Delivered,None,True,99
EVT011413,SHP011413,Delivered,Traffic,False,47
EVT011414,SHP011414,Delivered,Weather,False,44
EVT011415,SHP011415,Delivered,Customer Unavailable,False,153
EVT011416,SHP011416,Delivered,Weather,False,55
EVT011417,SHP011417,Delayed,Traffic,False,1
EVT011418,SHP011418,Delivered,Address Issue,False,96
EVT011419,SHP011419,Delivered,Weather,False,256
EVT011420,SHP011420,Failed,Customer Unavailable,False,98
EVT011421,SHP011421,Delivered,Traffic,True,111
EVT011422,SHP011422,Failed,None,False,57
EVT011423,SHP011423,Failed,Address Issue,False,256
EVT011424,SHP011424,Delivered,Address Issue,False,280
EVT011425,SHP011425,Delivered,Customer Unavailable,True,9
EVT011426,SHP011426,Delayed,Traffic,False,23
EVT011427,SHP011427,Delivered,Address Issue,False,270
EVT011428,SHP011428,Delayed,Weather,False,231
EVT011429,SHP011429,Delivered,None,False,62
EVT011430,SHP011430,Delivered,None,False,143
EVT011431,SHP011431,Delivered,Address Issue,False,214
EVT011432,SHP011432,Delivered,Address Issue,False,50
EVT011433,SHP011433,Delivered,None,False,295
EVT011434,SHP011434,Delivered,Traffic,False,41
EVT011435,SHP011435,Delivered,Traffic,False,261
EVT011436,SHP011436,Delivered,Address Issue,False,214
EVT011437,SHP011437,Delivered,Customer Unavailable,True,23
EVT011438,SHP011438,Delivered,Customer Unavailable,False,221
EVT011439,SHP011439,Delivered,Address Issue,False,260
EVT011440,SHP011440,Delivered,None,False,279
EVT011441,SHP011441,Delayed,None,False,180
EVT011442,SHP011442,Delivered,Customer Unavailable,False,194
EVT011443,SHP011443,Delivered,Customer Unavailable,False,86
EVT011444,SHP011444,Delivered,None,False,141
EVT011445,SHP011445,Delivered,None,False,120
EVT011446,SHP011446,Delivered,Weather,False,273
EVT011447,SHP011447,Delivered,Customer Unavailable,False,78
EVT011448,SHP011448,Delivered,Customer Unavailable,False,37
EVT011449,SHP011449,Delivered,Traffic,False,41
EVT011450,SHP011450,Delivered,Weather,False,252
EVT011451,SHP011451,Delivered,Address Issue,False,59
EVT011452,SHP011452,Delivered,None,False,147
EVT011453,SHP011453,Failed,Customer Unavailable,False,174
EVT011454,SHP011454,Delivered,Address Issue,False,81
EVT011455,SHP011455,Delivered,Customer Unavailable,False,151
EVT011456,SHP011456,Failed,Customer Unavailable,True,77
EVT011457,SHP011457,Delivered,Address Issue,False,143
EVT011458,SHP011458,Delivered,Address Issue,False,162
EVT011459,SHP011459,Delayed,Address Issue,False,293
EVT011460,SHP011460,Delivered,Customer Unavailable,False,151
EVT011461,SHP011461,Delivered,None,False,198
EVT011462,SHP011462,Delivered,Weather,False,164
EVT011463,SHP011463,Delivered,None,False,192
EVT011464,SHP011464,Delivered,Traffic,True,171
EVT011465,SHP011465,Delivered,Customer Unavailable,True,139
EVT011466,SHP011466,Delivered,Weather,True,216
EVT011467,SHP011467,Delayed,Weather,False,142
EVT011468,SHP011468,Delivered,Weather,False,19
EVT011469,SHP011469,Delivered,Weather,False,168
EVT011470,SHP011470,Delivered,Address Issue,True,53
EVT011471,SHP011471,Delivered,Customer Unavailable,False,132
EVT011472,SHP011472,Delivered,Traffic,False,148
EVT011473,SHP011473,Delayed,Address Issue,False,135
EVT011474,SHP011474,Delayed,Customer Unavailable,False,55
EVT011475,SHP011475,Delayed,Customer Unavailable,False,169
EVT011476,SHP011476,Failed,Traffic,False,121
EVT011477,SHP011477,Delivered,None,True,28
EVT011478,SHP011478,Failed,Address Issue,False,5
EVT011479,SHP011479,Delivered,None,True,203
EVT011480,SHP011480,Delivered,Address Issue,False,196
EVT011481,SHP011481,Delivered,Weather,True,241
EVT011482,SHP011482,Delivered,None,True,72
EVT011483,SHP011483,Delivered,None,False,195
EVT011484,SHP011484,Delivered,Customer Unavailable,False,271
EVT011485,SHP011485,Delayed,Address Issue,False,158
EVT011486,SHP011486,Failed,Address Issue,False,110
EVT011487,SHP011487,Delivered,Weather,True,207
EVT011488,SHP011488,Delayed,Address Issue,False,154
EVT011489,SHP011489,Delivered,None,False,227
EVT011490,SHP011490,Delivered,None,False,200
EVT011491,SHP011491,Delivered,Customer Unavailable,True,89
EVT011492,SHP011492,Delivered,None,False,29
EVT011493,SHP011493,Delivered,Weather,True,3
EVT011494,SHP011494,Delivered,None,False,64
EVT011495,SHP011495,Delivered,Address Issue,False,183
EVT011496,SHP011496,Delivered,Weather,False,10
EVT011497,SHP011497,Delivered,None,False,286
EVT011498,SHP011498,Delivered,Address Issue,False,280
EVT011499,SHP011499,Delayed,Traffic,True,157
EVT011500,SHP011500,Delivered,None,False,27
EVT011501,SHP011501,Delivered,Address Issue,False,83
EVT011502,SHP011502,Delivered,Customer Unavailable,False,183
EVT011503,SHP011503,Delivered,Address Issue,False,171
EVT011504,SHP011504,Delivered,Customer Unavailable,True,240
EVT011505,SHP011505,Delivered,None,True,12
EVT011506,SHP011506,Delivered,Address Issue,False,188
EVT011507,SHP011507,Delivered,None,False,209
EVT011508,SHP011508,Delayed,None,True,180
EVT011509,SHP011509,Delivered,Customer Unavailable,True,168
EVT011510,SHP011510,Delivered,None,False,213
EVT011511,SHP011511,Delivered,Weather,False,81
EVT011512,SHP011512,Delivered,Address Issue,False,174
EVT011513,SHP011513,Delivered,Customer Unavailable,False,179
EVT011514,SHP011514,Delivered,Address Issue,False,12
EVT011515,SHP011515,Delivered,Customer Unavailable,False,264
EVT011516,SHP011516,Delivered,Address Issue,False,2
EVT011517,SHP011517,Delayed,None,False,251
EVT011518,SHP011518,Delivered,None,False,237
EVT011519,SHP011519,Delivered,None,False,119
EVT011520,SHP011520,Delivered,None,False,204
EVT011521,SHP011521,Delayed,Address Issue,True,90
EVT011522,SHP011522,Delayed,Address Issue,False,225
EVT011523,SHP011523,Delivered,Customer Unavailable,True,296
EVT011524,SHP011524,Delivered,None,False,205
EVT011525,SHP011525,Delayed,Weather,True,268
EVT011526,SHP011526,Delivered,Customer Unavailable,False,115
EVT011527,SHP011527,Delivered,Traffic,False,225
EVT011528,SHP011528,Delivered,None,False,107
EVT011529,SHP011529,Delayed,None,False,253
EVT011530,SHP011530,Delivered,Weather,False,62
EVT011531,SHP011531,Delivered,Address Issue,True,285
EVT011532,SHP011532,Delayed,None,False,277
EVT011533,SHP011533,Delivered,Address Issue,False,65
EVT011534,SHP011534,Delivered,Customer Unavailable,False,250
EVT011535,SHP011535,Delayed,None,False,272
EVT011536,SHP011536,Delivered,Customer Unavailable,False,270
EVT011537,SHP011537,Delivered,Weather,False,164
EVT011538,SHP011538,Delayed,Weather,False,56
